,2001/12,2002/12,2003/12,2004/12,2005/12,2006/12,2007/12,2008/12,2009/12,2010/12,2011/12,2012/12,2013/12,2014/12,hexID
71,55.0,54.0,57.0,61.0,68.0,79.0,75.0,89.0,94.0,111.0,,80.0,86.0,81.0,499
72,8923.0,8928.0,9053.0,9249.0,9402.0,9625.0,9669.0,9794.0,10368.0,10522.0,10410.0,10703.0,11091.0,11155.0,500
73,31.0,29.0,63.0,91.0,104.0,194.0,249.0,277.0,294.0,294.0,140.0,143.0,141.0,136.0,501
74,857.0,864.0,870.0,888.0,885.0,917.0,924.0,945.0,931.0,926.0,889.0,863.0,861.0,863.0,502
75,4219.0,4102.0,4053.0,4034.0,4011.0,3968.0,4020.0,4159.0,4298.0,4314.0,4082.0,4199.0,4223.0,4175.0,504
76,8619.0,8545.0,8445.0,8400.0,8413.0,8497.0,8393.0,8387.0,8531.0,8596.0,8279.0,8304.0,8346.0,8172.0,505
77,630.0,652.0,652.0,664.0,682.0,742.0,774.0,790.0,842.0,912.0,1087.0,1127.0,1149.0,1161.0,519
78,4476.0,4531.0,4877.0,4990.0,5039.0,5192.0,5259.0,5382.0,5444.0,5593.0,5460.0,5351.0,5304.0,5324.0,522
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,523
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524
81,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,7.0,0.0,0.0,2.0,2.0,525
82,5161.0,5294.0,5587.0,5762.0,6115.0,6442.0,6758.0,7016.0,7223.0,7245.0,6579.0,6617.0,6568.0,6439.0,526
83,52.0,54.0,53.0,56.0,58.0,61.0,63.0,102.0,98.0,101.0,61.0,68.0,69.0,66.0,527
84,62.0,60.0,54.0,64.0,71.0,61.0,58.0,61.0,60.0,61.0,30.0,32.0,33.0,30.0,528
85,2635.0,2725.0,2862.0,3015.0,3262.0,3596.0,3741.0,3970.0,4210.0,4458.0,3295.0,3367.0,3425.0,3421.0,529
86,6742.0,6702.0,6703.0,6737.0,6766.0,6842.0,7004.0,7240.0,7339.0,7356.0,7178.0,7230.0,7275.0,7246.0,530
87,98.0,100.0,100.0,101.0,100.0,108.0,107.0,108.0,235.0,339.0,461.0,544.0,621.0,640.0,531
88,13559.0,13354.0,13359.0,13386.0,13385.0,13348.0,13288.0,13217.0,13084.0,12941.0,12655.0,12628.0,12588.0,12504.0,532
89,1672.0,1658.0,1635.0,1649.0,1658.0,1683.0,1660.0,1639.0,1653.0,1640.0,1610.0,1596.0,1550.0,1557.0,533
90,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,536
91,1384.0,1369.0,1457.0,1500.0,1570.0,1627.0,1694.0,1750.0,1843.0,1900.0,1537.0,1524.0,1504.0,1475.0,537
92,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,538
93,12.0,12.0,12.0,12.0,12.0,9.0,8.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,539
94,,,,,,,,,,,18.0,18.0,20.0,20.0,546
95,355.0,360.0,373.0,388.0,401.0,425.0,400.0,411.0,423.0,442.0,,506.0,525.0,527.0,547
96,3744.0,3793.0,3823.0,3845.0,3892.0,3960.0,4005.0,4098.0,4140.0,4148.0,4146.0,4181.0,4199.0,4229.0,548
97,85.0,87.0,83.0,70.0,70.0,58.0,55.0,81.0,210.0,222.0,51.0,50.0,50.0,48.0,549
98,202.0,193.0,197.0,199.0,195.0,195.0,202.0,202.0,204.0,202.0,202.0,206.0,201.0,200.0,550
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,551
100,1387.0,1387.0,1393.0,1402.0,1435.0,1469.0,1486.0,1511.0,1521.0,1588.0,1646.0,1803.0,1898.0,1954.0,552
101,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,553
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37.0,43.0,52.0,554
103,11840.0,11794.0,11816.0,11790.0,11751.0,11748.0,11702.0,11670.0,11693.0,11780.0,11416.0,11326.0,11326.0,11252.0,555
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557
106,3096.0,3079.0,3120.0,3180.0,3196.0,3211.0,3127.0,3134.0,3196.0,3364.0,3347.0,3434.0,3491.0,3504.0,558
107,6754.0,6670.0,6693.0,6712.0,6708.0,6699.0,6864.0,7054.0,7173.0,7226.0,6927.0,6910.0,6863.0,6798.0,559
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560
109,4840.0,4744.0,4679.0,4786.0,4796.0,4759.0,4779.0,4904.0,5193.0,5523.0,4543.0,4661.0,4672.0,4680.0,561
110,4590.0,4508.0,4446.0,4394.0,4380.0,4340.0,4271.0,4213.0,4216.0,4194.0,4192.0,4230.0,4167.0,4160.0,562
111,7311.0,7171.0,7084.0,7068.0,7129.0,7068.0,6969.0,6894.0,6951.0,6989.0,6956.0,6975.0,7046.0,7090.0,563
112,1920.0,1925.0,1901.0,1921.0,1941.0,1941.0,1912.0,1928.0,1959.0,1960.0,1884.0,1912.0,1924.0,1911.0,564
113,1235.0,1266.0,1381.0,1465.0,1499.0,1529.0,1594.0,1623.0,1664.0,1881.0,2483.0,2595.0,2658.0,2578.0,565
114,1045.0,983.0,971.0,1200.0,1152.0,1195.0,1367.0,1492.0,1620.0,1700.0,1475.0,1511.0,1574.0,1605.0,566
115,1657.0,1674.0,1721.0,1716.0,1748.0,1810.0,1813.0,1842.0,1869.0,1860.0,1812.0,1839.0,1844.0,1874.0,567
116,14.0,11.0,11.0,16.0,21.0,24.0,30.0,35.0,40.0,49.0,63.0,64.0,71.0,75.0,574
117,3.0,3.0,3.0,3.0,3.0,90.0,232.0,445.0,616.0,748.0,1016.0,1104.0,1161.0,1194.0,576
118,3168.0,3139.0,3116.0,3088.0,3116.0,3127.0,3114.0,3171.0,3262.0,3319.0,3137.0,3175.0,3210.0,3227.0,577
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578
120,105.0,104.0,99.0,101.0,100.0,89.0,96.0,96.0,96.0,93.0,101.0,97.0,99.0,97.0,579
121,394.0,360.0,363.0,397.0,424.0,460.0,404.0,354.0,348.0,400.0,,288.0,286.0,294.0,580
122,104.0,103.0,103.0,102.0,102.0,102.0,102.0,102.0,104.0,106.0,88.0,84.0,87.0,73.0,581
123,36.0,37.0,38.0,36.0,33.0,32.0,31.0,31.0,25.0,22.0,6.0,7.0,7.0,7.0,582
124,102.0,104.0,110.0,113.0,124.0,132.0,132.0,130.0,120.0,127.0,172.0,175.0,181.0,192.0,583
125,2610.0,2599.0,2666.0,2739.0,2807.0,2836.0,2865.0,2913.0,2937.0,3036.0,2980.0,3003.0,2987.0,3081.0,584
126,69.0,73.0,75.0,76.0,75.0,75.0,71.0,75.0,76.0,76.0,68.0,73.0,66.0,67.0,585
127,1622.0,1613.0,1613.0,1614.0,1633.0,1622.0,1624.0,1657.0,1700.0,1783.0,1812.0,1818.0,1792.0,1805.0,586
128,4469.0,4372.0,4349.0,4291.0,4272.0,4249.0,4203.0,4295.0,4354.0,4381.0,4297.0,4266.0,4232.0,4195.0,587
129,5494.0,5465.0,5476.0,5588.0,5591.0,5640.0,5647.0,5945.0,6198.0,5973.0,5375.0,5436.0,5406.0,5269.0,588
130,207.0,205.0,251.0,278.0,313.0,369.0,453.0,563.0,662.0,779.0,571.0,565.0,615.0,625.0,589
131,877.0,858.0,852.0,859.0,867.0,848.0,823.0,810.0,764.0,749.0,708.0,706.0,695.0,692.0,590
132,2870.0,2805.0,2714.0,2734.0,2765.0,2791.0,2802.0,2802.0,2951.0,3120.0,2844.0,3011.0,3080.0,3000.0,591
133,4371.0,4321.0,4298.0,4285.0,4277.0,4295.0,4389.0,4458.0,4534.0,4525.0,4665.0,4790.0,4946.0,5024.0,592
134,89.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,95.0,123.0,122.0,129.0,146.0,593
135,665.0,670.0,715.0,721.0,705.0,706.0,683.0,728.0,716.0,724.0,790.0,821.0,833.0,836.0,594
136,20.0,20.0,19.0,17.0,16.0,13.0,15.0,16.0,19.0,12.0,18.0,20.0,15.0,16.0,595
137,70.0,73.0,90.0,98.0,98.0,108.0,112.0,116.0,128.0,122.0,131.0,136.0,131.0,128.0,606
138,1743.0,1705.0,1678.0,1720.0,1779.0,1791.0,1795.0,1989.0,2188.0,2109.0,1898.0,1880.0,1876.0,1893.0,607
139,49.0,47.0,43.0,36.0,34.0,29.0,23.0,23.0,23.0,23.0,28.0,28.0,28.0,23.0,608
140,1282.0,1281.0,1284.0,1310.0,1319.0,1315.0,1298.0,1350.0,1384.0,1459.0,1574.0,1625.0,1659.0,1661.0,609
141,2031.0,2013.0,1999.0,2000.0,1997.0,1994.0,2017.0,2028.0,2061.0,2089.0,2154.0,2243.0,2317.0,2332.0,610
142,58.0,39.0,28.0,22.0,23.0,29.0,27.0,26.0,22.0,23.0,53.0,50.0,49.0,47.0,611
143,760.0,759.0,773.0,763.0,769.0,776.0,793.0,824.0,861.0,833.0,826.0,825.0,812.0,806.0,612
144,150.0,132.0,108.0,137.0,139.0,146.0,131.0,144.0,166.0,173.0,191.0,193.0,194.0,193.0,613
145,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,6.0,6.0,6.0,4.0,614
146,4055.0,4011.0,4156.0,4182.0,4166.0,4070.0,4109.0,4312.0,4436.0,4383.0,4075.0,3933.0,4006.0,3963.0,615
147,7689.0,7576.0,7544.0,7567.0,7628.0,7762.0,7569.0,7472.0,7508.0,7551.0,7173.0,6979.0,6933.0,6700.0,616
148,8136.0,8003.0,7943.0,7876.0,7891.0,7863.0,7829.0,7623.0,7579.0,7534.0,8029.0,7923.0,8013.0,8101.0,617
149,5480.0,5329.0,5246.0,5113.0,5058.0,4887.0,4749.0,4575.0,4599.0,4569.0,4413.0,4351.0,4323.0,4301.0,618
150,15840.0,15600.0,15379.0,15255.0,15154.0,15297.0,15271.0,15414.0,15471.0,15393.0,13920.0,13927.0,13889.0,13996.0,619
151,5576.0,5504.0,5519.0,5528.0,5482.0,5429.0,5339.0,5238.0,5165.0,5111.0,4978.0,4913.0,4992.0,4981.0,620
152,,,,,60.0,80.0,78.0,76.0,69.0,74.0,30.0,23.0,26.0,34.0,622
153,8.0,9.0,8.0,8.0,9.0,11.0,8.0,6.0,21.0,22.0,11.0,11.0,11.0,11.0,623
154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,634
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635
156,474.0,472.0,472.0,468.0,483.0,497.0,466.0,462.0,443.0,454.0,451.0,467.0,500.0,516.0,636
157,2081.0,2077.0,2087.0,2121.0,2197.0,2401.0,2650.0,2788.0,2834.0,2967.0,3095.0,3234.0,3454.0,3663.0,637
158,8911.0,8832.0,8834.0,8820.0,8882.0,8909.0,8878.0,8859.0,8870.0,8754.0,8187.0,8159.0,8122.0,8000.0,638
159,846.0,833.0,833.0,858.0,867.0,883.0,864.0,923.0,918.0,924.0,808.0,800.0,793.0,795.0,639
160,4953.0,4908.0,4951.0,4963.0,4988.0,5015.0,5031.0,5022.0,5057.0,5106.0,5008.0,5013.0,5059.0,5080.0,640
161,6764.0,6676.0,6584.0,6564.0,6522.0,6540.0,6548.0,6513.0,6537.0,6479.0,6378.0,6378.0,6384.0,6361.0,641
162,5211.0,5144.0,5078.0,5125.0,5108.0,5124.0,5171.0,5245.0,5234.0,5234.0,5078.0,5035.0,5029.0,4975.0,642
163,4607.0,4565.0,4545.0,4610.0,4776.0,4688.0,4660.0,4665.0,4643.0,4614.0,4503.0,4471.0,4398.0,4341.0,643
164,3149.0,3079.0,3075.0,3048.0,3004.0,2990.0,2980.0,3075.0,3201.0,3319.0,3170.0,3287.0,3262.0,3233.0,644
165,10146.0,9904.0,9686.0,9616.0,9519.0,9406.0,9195.0,9198.0,9211.0,9406.0,9054.0,9153.0,9020.0,8908.0,645
166,4439.0,4259.0,4147.0,4098.0,4053.0,3953.0,3850.0,3779.0,3718.0,3690.0,3686.0,3643.0,3592.0,3590.0,646
167,2009.0,1971.0,2018.0,1956.0,1923.0,1932.0,1939.0,1904.0,1968.0,1980.0,1685.0,1704.0,1700.0,1626.0,647
168,6676.0,6556.0,6482.0,6405.0,6386.0,6416.0,6314.0,6339.0,6452.0,6464.0,6437.0,6322.0,6192.0,6223.0,648
169,190.0,188.0,151.0,105.0,116.0,116.0,113.0,116.0,113.0,115.0,175.0,168.0,169.0,157.0,649
170,243.0,243.0,253.0,256.0,278.0,312.0,411.0,463.0,446.0,411.0,360.0,365.0,367.0,361.0,650
171,21112.0,20852.0,20545.0,20338.0,20242.0,20073.0,19951.0,19797.0,19612.0,19527.0,19408.0,19277.0,19130.0,18938.0,651
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653
174,529.0,533.0,541.0,565.0,582.0,589.0,594.0,615.0,628.0,632.0,676.0,686.0,705.0,718.0,662
175,6.0,6.0,6.0,6.0,6.0,14.0,12.0,12.0,12.0,17.0,,2.0,2.0,2.0,664
176,391.0,392.0,420.0,432.0,434.0,453.0,460.0,504.0,563.0,553.0,480.0,496.0,474.0,476.0,665
177,10243.0,10161.0,10153.0,10121.0,10028.0,9971.0,10072.0,10044.0,9993.0,9985.0,10252.0,10298.0,10236.0,10102.0,666
178,12308.0,12125.0,11967.0,11827.0,11853.0,11759.0,11707.0,11677.0,11563.0,11509.0,11275.0,11192.0,11082.0,10926.0,667
179,7877.0,7861.0,7889.0,7733.0,7689.0,7639.0,7594.0,7582.0,7526.0,7605.0,7388.0,7414.0,7390.0,7408.0,668
180,820.0,821.0,820.0,820.0,822.0,826.0,830.0,834.0,830.0,845.0,,838.0,810.0,810.0,669
181,2012.0,2001.0,2001.0,2013.0,1995.0,1984.0,2026.0,2174.0,2202.0,2230.0,2233.0,2219.0,2271.0,2248.0,670
182,3907.0,3859.0,3811.0,3836.0,3798.0,3774.0,3757.0,3733.0,3741.0,3749.0,3778.0,3797.0,3824.0,3792.0,671
183,12422.0,12264.0,12285.0,12232.0,12186.0,12101.0,11930.0,12314.0,12370.0,12207.0,11734.0,11545.0,11416.0,11228.0,672
184,4199.0,4125.0,4128.0,4127.0,4113.0,4028.0,3964.0,3988.0,4034.0,4188.0,4361.0,4387.0,4375.0,4385.0,673
185,14607.0,14143.0,13885.0,13773.0,13592.0,13479.0,13342.0,13325.0,13349.0,13700.0,13762.0,13733.0,13602.0,13481.0,674
186,13005.0,12761.0,12674.0,12493.0,12324.0,12076.0,11795.0,11569.0,11332.0,11284.0,11512.0,11362.0,11191.0,11113.0,675
187,10717.0,10525.0,10342.0,10297.0,10413.0,10479.0,10346.0,10400.0,10296.0,10325.0,10018.0,10023.0,9974.0,9941.0,676
188,32.0,30.0,27.0,22.0,22.0,20.0,20.0,21.0,20.0,24.0,37.0,41.0,41.0,41.0,677
189,505.0,516.0,518.0,526.0,560.0,566.0,601.0,620.0,661.0,686.0,655.0,662.0,700.0,701.0,678
190,4926.0,4977.0,5277.0,5402.0,5597.0,6075.0,6339.0,6520.0,6536.0,6600.0,6605.0,6613.0,6653.0,6729.0,679
191,263.0,260.0,255.0,256.0,252.0,247.0,246.0,246.0,250.0,253.0,276.0,262.0,255.0,248.0,680
192,6825.0,6751.0,6733.0,6674.0,6599.0,6554.0,6675.0,7114.0,6996.0,6924.0,6663.0,6689.0,6683.0,6666.0,681
193,30.0,29.0,30.0,33.0,32.0,32.0,31.0,32.0,32.0,32.0,35.0,35.0,36.0,36.0,682
194,23.0,21.0,21.0,24.0,25.0,27.0,25.0,26.0,31.0,35.0,27.0,26.0,27.0,27.0,691
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692
196,40.0,25.0,27.0,35.0,66.0,73.0,82.0,109.0,148.0,135.0,37.0,36.0,47.0,46.0,693
197,0.0,0.0,1.0,0.0,0.0,13.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,695
198,9729.0,9616.0,9579.0,9640.0,9612.0,9613.0,9475.0,9412.0,9338.0,9383.0,9194.0,9212.0,9115.0,9077.0,696
199,1.0,2.0,3.0,3.0,1.0,4.0,0.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,697
200,6496.0,6372.0,6337.0,6361.0,6353.0,6377.0,6412.0,6357.0,6392.0,6420.0,6314.0,6355.0,6399.0,6329.0,698
201,6318.0,6173.0,6126.0,6123.0,6037.0,6009.0,5898.0,5851.0,5934.0,5824.0,5616.0,5585.0,5595.0,5569.0,699
202,10725.0,10482.0,10356.0,10229.0,10134.0,10059.0,9924.0,9865.0,9880.0,9696.0,9577.0,9528.0,9397.0,9238.0,700
203,12298.0,12166.0,12159.0,12147.0,12006.0,11976.0,11914.0,12164.0,12190.0,12045.0,13589.0,11083.0,10916.0,10699.0,701
204,25696.0,25009.0,24731.0,24468.0,24177.0,24025.0,23489.0,23771.0,24229.0,24555.0,24527.0,24599.0,24745.0,24376.0,702
205,4640.0,4538.0,4475.0,4491.0,4450.0,4388.0,4365.0,4600.0,4926.0,5038.0,4750.0,4686.0,4555.0,4469.0,703
206,5184.0,5053.0,4922.0,4821.0,4792.0,4749.0,4623.0,4575.0,4574.0,4599.0,4403.0,4312.0,4210.0,4077.0,704
207,13833.0,13642.0,13561.0,13413.0,13323.0,13327.0,13436.0,13699.0,13694.0,14024.0,14174.0,14186.0,14213.0,14246.0,705
208,406.0,410.0,407.0,381.0,373.0,361.0,381.0,550.0,542.0,709.0,585.0,565.0,622.0,502.0,706
209,2341.0,2294.0,2288.0,2279.0,2284.0,2295.0,2274.0,2302.0,2299.0,2313.0,2282.0,2288.0,2333.0,2357.0,707
